"shot_id","shot_made_flag"
1,0.382266461849213
8,0.338446259498596
17,0.625643998384476
20,0.712828427553177
33,0.304395139217377
34,0.39327198266983
35,0.446368098258972
36,0.426714479923248
37,0.769733220338821
38,0.331604599952698
45,0.352733731269836
50,0.326218903064728
55,0.289931297302246
60,0.274735927581787
66,0.271624028682709
67,0.29287976026535
71,0.419649600982666
80,0.289551496505737
85,0.333069801330566
86,0.594773679971695
95,0.629688918590546
104,0.406723439693451
113,0.384865939617157
123,0.306025207042694
126,0.882839187979698
133,0.564610570669174
141,0.246225714683533
144,0.586899936199188
150,0.669666349887848
152,0.413374066352844
153,0.636368751525879
156,0.263074576854706
159,0.939727477729321
165,0.637007743120193
172,0.418861329555511
182,0.82981763780117
192,0.401342332363129
193,0.672044634819031
196,0.379751026630402
202,0.393082022666931
210,0.324278295040131
211,0.388525903224945
228,0.91551685333252
257,0.421014130115509
260,0.399295032024384
264,0.390324771404266
267,0.709880709648132
279,0.913679346442223
282,0.375241100788116
293,0.327140629291534
299,0.870728567242622
300,0.746528744697571
301,0.823550045490265
317,0.361761689186096
327,0.395235896110535
328,0.267414391040802
335,0.422833383083344
346,0.788052648305893
348,0.283676981925964
365,0.392679393291473
390,0.620398581027985
391,0.56382092833519
392,0.807842656970024
397,0.384861886501312
418,0.408828854560852
428,0.183136284351349
434,0.531506270170212
439,0.488341689109802
440,0.443817734718323
456,0.342983722686768
459,0.276229918003082
472,0.421403229236603
480,0.294950485229492
491,0.404961407184601
497,0.420688629150391
509,0.388698399066925
511,0.409023463726044
523,0.176017284393311
533,0.434323787689209
544,0.483109593391418
546,0.457438290119171
555,0.661862403154373
558,0.385715842247009
560,0.324634194374084
573,0.308900773525238
591,0.426371693611145
596,0.358934879302979
597,0.406812012195587
601,0.605534613132477
605,0.448442459106445
617,0.416664302349091
628,0.317047894001007
634,0.370890915393829
646,0.290169954299927
649,0.38221150636673
651,0.69513013958931
654,0.811165139079094
656,0.48327362537384
657,0.443614959716797
669,0.399603247642517
670,0.878389254212379
693,0.819838404655457
694,0.313043355941772
699,0.421011865139008
711,0.405359327793121
718,0.363450706005096
722,0.428915321826935
723,0.380644381046295
725,0.714163094758987
734,0.340299367904663
735,0.424347877502441
737,0.823807373642921
746,0.285430431365967
747,0.768910497426987
766,0.341700673103333
767,0.32617974281311
771,0.271930694580078
773,0.267526566982269
774,0.415811121463776
783,0.257263362407684
784,0.397946119308472
789,0.305225610733032
792,0.416945934295654
804,0.328075885772705
809,0.410047054290771
812,0.377636969089508
813,0.484830975532532
817,0.431348562240601
820,0.375315427780151
825,0.357173800468445
826,0.340576946735382
829,0.357159733772278
855,0.443238973617554
859,0.635303467512131
862,0.406941890716553
870,0.414142429828644
876,0.329083502292633
880,0.371254622936249
886,0.977174056693912
889,0.905184902250767
891,0.388345897197723
897,0.972238227725029
902,0.291270434856415
903,0.366616070270538
908,0.366958796977997
909,0.322741091251373
920,0.34159916639328
922,0.405859172344208
924,0.692169070243835
932,0.365965664386749
934,0.376252055168152
937,0.392936706542969
941,0.303057134151459
943,0.36375480890274
950,0.370650768280029
952,0.331797480583191
954,0.927373938262463
963,0.329322040081024
975,0.342103362083435
979,0.401962876319885
981,0.420129954814911
983,0.0948376655578613
985,0.530275642871857
989,0.526862740516663
995,0.437223970890045
998,0.419920802116394
1008,0.280620753765106
1019,0.602748692035675
1023,0.389146327972412
1026,0.323981106281281
1029,0.689529329538345
1034,0.913269385695457
1036,0.755039140582085
1038,0.302690148353577
1039,0.651964098215103
1051,0.279968678951263
1052,0.251090109348297
1066,0.301920115947723
1087,0.271126985549927
1092,0.261209309101105
1094,0.775604531168938
1098,0.420752227306366
1099,0.395769536495209
1102,0.355086982250214
1118,0.388418257236481
1131,0.287804484367371
1133,0.705961614847183
1135,0.919508419930935
1138,0.45423948764801
1139,0.863499358296394
1142,0.387963950634003
1151,0.298643827438354
1152,0.368099868297577
1155,0.562464863061905
1165,0.344823241233826
1167,0.928987458348274
1172,0.364839971065521
1174,0.732244282960892
1180,0.477882444858551
1200,0.416691839694977
1202,0.382137596607208
1227,0.564644634723663
1228,0.584411233663559
1229,0.320768713951111
1237,0.402926206588745
1241,0.390649676322937
1256,0.285621166229248
1279,0.412432134151459
1293,0.204561531543732
1295,0.315824270248413
1319,0.725680351257324
1320,0.379348456859589
1321,0.84782250225544
1322,0.825925067067146
1334,0.300065636634827
1351,0.775394320487976
1373,0.420251309871674
1375,0.303919851779938
1380,0.386984705924988
1382,0.69787323474884
1385,0.599247425794601
1399,0.349584758281708
1403,0.759916767477989
1428,0.277616739273071
1434,0.31495326757431
1444,0.952524553984404
1448,0.38519549369812
1466,0.895115099847317
1476,0.380934655666351
1478,0.360052824020386
1485,0.392278254032135
1491,0.569491982460022
1494,0.733787775039673
1500,0.344066679477692
1501,0.681304484605789
1503,0.432805836200714
1519,0.572952836751938
1524,0.38608306646347
1529,0.824147909879684
1533,0.677370250225067
1538,0.976915447041392
1539,0.522200465202332
1546,0.440115392208099
1555,0.328093111515045
1559,0.358836650848389
1563,0.640413016080856
1565,0.743802964687347
1574,0.378122806549072
1591,0.312004148960114
1594,0.229165136814117
1605,0.242176055908203
1611,0.40144544839859
1614,0.344816565513611
1620,0.386420369148254
1626,0.289920806884766
1630,0.39593905210495
1632,0.387006402015686
1634,0.332050800323486
1643,0.311236023902893
1651,0.417805790901184
1655,0.366230726242065
1658,0.301170527935028
1659,0.360961735248566
1665,0.388163805007935
1675,0.331589639186859
1680,0.622061431407928
1690,0.383568406105042
1696,0.267728626728058
1714,0.239522099494934
1721,0.408186793327332
1726,0.410135984420776
1728,0.389379501342773
1734,0.385500907897949
1735,0.31503039598465
1740,0.343171656131744
1744,0.861846446990967
1747,0.355075418949127
1752,0.292428255081177
1763,0.684171795845032
1765,0.684356808662415
1769,0.392918169498444
1785,0.748884469270706
1787,0.31450366973877
1788,0.373414874076843
1793,0.29753839969635
1800,0.414557099342346
1825,0.415111660957336
1826,0.649646252393723
1834,0.327770113945007
1843,0.397424817085266
1844,0.328017175197601
1848,0.329513311386108
1849,0.3620365858078
1860,0.364547312259674
1863,0.37145459651947
1875,0.633347511291504
1883,0.349216461181641
1890,0.417159378528595
1892,0.393155753612518
1893,0.413702547550201
1897,0.317562937736511
1905,0.4272820353508
1908,0.61419677734375
1931,0.290972352027893
1940,0.828873127698898
1943,0.366167604923248
1947,0.158932387828827
1965,0.804031297564507
1967,0.474707305431366
1968,0.46296900510788
1972,0.670578241348267
1982,0.359069168567657
1985,0.371864855289459
2005,0.848732560873032
2010,0.870118901133537
2021,0.353722631931305
2024,0.818496376276016
2036,0.401336431503296
2043,0.695812553167343
2047,0.52312695980072
2049,0.420233428478241
2055,0.307655811309814
2065,0.414731085300446
2066,0.340544283390045
2070,0.279394447803497
2077,0.90203745663166
2085,0.668271392583847
2095,0.539741963148117
2097,0.671024143695831
2108,0.437999308109283
2112,0.629818290472031
2113,0.653443813323975
2122,0.127572119235992
2139,0.401663661003113
2144,0.712507158517838
2146,0.306771755218506
2148,0.142701268196106
2149,0.755440160632133
2157,0.318660616874695
2159,0.389702916145325
2168,0.364307940006256
2176,0.376998245716095
2178,0.618377327919006
2181,0.271694958209991
2187,0.826961845159531
2188,0.296276867389679
2190,0.309928357601166
2194,0.381106376647949
2197,0.262744665145874
2214,0.375406503677368
2217,0.165040791034698
2222,0.413441956043243
2223,0.292290389537811
2226,0.31564873456955
2230,0.756223410367966
2240,0.463123261928558
2247,0.372490644454956
2250,0.37065714597702
2259,0.625131368637085
2262,0.414475500583649
2266,0.412463128566742
2305,0.349758625030518
2310,0.310258984565735
2313,0.383207261562347
2319,0.86043319106102
2320,0.743317246437073
2345,0.306488275527954
2350,0.796085864305496
2356,0.403706073760986
2360,0.509665697813034
2370,0.452165126800537
2386,0.362285852432251
2398,0.283623039722443
2414,0.596351444721222
2435,0.77391628921032
2439,0.190876185894012
2446,0.775402665138245
2458,0.307702898979187
2465,0.296892523765564
2466,0.405310332775116
2470,0.296525061130524
2495,0.602950036525726
2501,0.299454092979431
2507,0.270663022994995
2533,0.149173974990845
2537,0.390773713588715
2538,0.270446836948395
2541,0.236081123352051
2542,0.788283139467239
2544,0.873224064707756
2554,0.219649970531464
2555,0.194648325443268
2565,0.717772126197815
2575,0.659500300884247
2586,0.453899323940277
2588,0.42925226688385
2594,0.780014142394066
2617,0.483192980289459
2618,0.300999820232391
2623,0.972590416669846
2631,0.425206482410431
2640,0.272916436195374
2642,0.708208739757538
2647,0.424837470054626
2663,0.442562818527222
2664,0.352242827415466
2676,0.395516872406006
2680,0.961213741451502
2681,0.400283455848694
2691,0.385425209999084
2693,0.437409818172455
2695,0.460548758506775
2704,0.249943554401398
2708,0.347369134426117
2709,0.949067916721106
2717,0.792557388544083
2722,0.438937067985535
2728,0.380355358123779
2732,0.769393056631088
2743,0.310417890548706
2752,0.252258956432343
2757,0.704197555780411
2761,0.322549998760223
2769,0.219017326831818
2771,0.300037741661072
2774,0.35750287771225
2776,0.322692573070526
2781,0.285964131355286
2793,0.3554927110672
2799,0.365384936332703
2803,0.287592828273773
2811,0.39578902721405
2818,0.335064828395844
2824,0.575312227010727
2828,0.801432773470879
2829,0.394273996353149
2830,0.395954012870789
2842,0.679472029209137
2847,0.573203176259995
2848,0.348919093608856
2868,0.338995516300201
2870,0.223939836025238
2885,0.174596846103668
2886,0.391229033470154
2889,0.495606362819672
2903,0.38780289888382
2904,0.706170499324799
2918,0.851711973547935
2919,0.279070019721985
2922,0.401455223560333
2923,0.313588321208954
2931,0.268763065338135
2945,0.340092122554779
2955,0.399369359016418
2957,0.714999943971634
2960,0.719302654266357
2963,0.295431971549988
2966,0.861578419804573
2972,0.633087307214737
2974,0.349672496318817
2982,0.283595621585846
2984,0.632325768470764
3016,0.413736939430237
3021,0.330776929855347
3023,0.861902251839638
3025,0.386613726615906
3029,0.243880987167358
3034,0.739466816186905
3038,0.324739336967468
3040,0.459030508995056
3051,0.80522994697094
3062,0.344454824924469
3069,0.362080335617065
3071,0.350724041461945
3076,0.966729711741209
3079,0.270079016685486
3081,0.244153320789337
3082,0.405997812747955
3084,0.890053167939186
3098,0.378212928771973
3104,0.40068382024765
3105,0.466941177845001
3114,0.746644914150238
3118,0.330833375453949
3122,0.259395897388458
3132,0.22687166929245
3138,0.43004035949707
3141,0.41456800699234
3156,0.725870400667191
3162,0.719905078411102
3167,0.367576122283936
3170,0.335208177566528
3171,0.224280297756195
3172,0.303936362266541
3176,0.971158877015114
3180,0.414374887943268
3189,0.268925428390503
3198,0.341782033443451
3206,0.406735360622406
3215,0.28363174200058
3222,0.815866589546204
3228,0.32061231136322
3229,0.271221935749054
3232,0.268509924411774
3233,0.219905734062195
3238,0.341629803180695
3256,0.335487246513367
3264,0.709713608026505
3273,0.404809176921844
3275,0.751205563545227
3285,0.503382176160812
3289,0.179151237010956
3294,0.279597222805023
3306,0.396070122718811
3311,0.734822660684586
3318,0.373234331607819
3322,0.672887831926346
3324,0.360530734062195
3334,0.654431015253067
3341,0.362206995487213
3345,0.249790847301483
3346,0.954890880733728
3352,0.274028122425079
3368,0.309851944446564
3371,0.160334050655365
3372,0.42312628030777
3375,0.444650828838348
3384,0.316264688968658
3387,0.274676144123077
3393,0.393228054046631
3406,0.435128152370453
3411,0.594794034957886
3412,0.613218277692795
3414,0.632859200239182
3417,0.59004533290863
3420,0.83168862760067
3423,0.793130949139595
3436,0.252311646938324
3438,0.847710996866226
3442,0.205986797809601
3443,0.383038282394409
3451,0.235753297805786
3461,0.410169780254364
3489,0.206986248493195
3491,0.527194708585739
3510,0.642604202032089
3515,0.566341876983643
3527,0.327192723751068
3530,0.354216516017914
3540,0.279502034187317
3582,0.210796713829041
3604,0.297067761421204
3605,0.254833340644836
3609,0.306333243846893
3624,0.170256435871124
3628,0.784352332353592
3630,0.268175780773163
3641,0.234266221523285
3642,0.229703009128571
3648,0.364175498485565
3650,0.969954039901495
3652,0.95892832800746
3660,0.394827246665955
3664,0.253723442554474
3670,0.320724487304688
3672,0.390247464179993
3680,0.330099403858185
3682,0.973614543676376
3685,0.651153683662415
3686,0.344972014427185
3689,0.372342050075531
3705,0.360977590084076
3712,0.260423481464386
3713,0.352466464042664
